4.53955	-4.03566
-5.80125	4.34267
1.33224	-1.80528
-4.9785	0.411459
-2.62203	-0.541384
0.236645	-15.5462
-16.2708	-10.9938
-14.332	-1.14183
4.52554	-6.18341
-5.32243	-1.92882
0.369355	-1.47757
4.02118	0.593422
-0.523525	-2.73185
-1.31447	-10.3606
-12.8466	-11.8147
-8.5738	5.38245
-6.17302	-6.69953
-6.36106	-0.659318
-0.0781448	-3.18958
-2.49704	-2.45086
-0.0993794	3.82694
0.422427	-7.88489
-8.82276	-14.2672
-9.87803	6.02893
6.82153	-6.49441
-6.45181	-5.00829
-3.99798	-9.83442
-12.0398	6.79124
9.90089	-7.71618
-6.48294	-8.66132
-8.11583	-13.6725
-14.2497	-1.24635
-1.91756	-1.74722
-0.24741	-5.2672
-5.34108	-8.2265
-8.50651	-6.00791
-6.91502	4.17192
3.17571	-7.56939
-7.57734	-4.81086
-4.48384	8.38215
6.48998	-4.08172
-2.79385	-8.07974
-9.77717	-11.2104
-10.4411	-10.6519
-11.0221	11.0553
10.8885	-4.03961
-5.52559	-10.9632
-11.1448	-5.84422
-7.19669	-3.99874
-7.40697	-3.84453
-2.9445	-4.89977
-4.75746	6.771
7.78791	3.57807
3.08933	-4.45535
-1.74049	-8.33551
-5.4577	3.36147
-0.577839	-3.02251
-0.245488	-6.73625
-10.0687	-0.469662
0.0607983	4.83164
-3.7553	1.53638
3.64177	-18.0198
-19.8985	-7.61293
-11.5818	-0.891465
-3.02135	-0.626455
4.84067	-4.50876
-2.52119	-8.97827
-8.63669	1.15215
-4.29426	2.15445
0.845929	-2.44987
-2.58201	-14.0353
-14.1097	-0.865777
-0.141572	-6.18602
2.3177	-13.0476
-10.688	-11.0562
-13.9835	4.83341
6.0555	10.9387
-5.78915	-11.6018
-12.6178	-4.7507
-1.94329	-0.650814
-2.18779	-6.2384
-6.29658	-5.75162
-3.54146	-3.3947
-2.6106	-2.80441
-5.38146	2.02205
-2.52006	-12.0369
-12.3601	-13.44
-6.9947	-3.7552
-4.53503	-4.67053
-6.31473	-3.88778
-4.20529	-4.81148
0.589859	-4.28172
-6.53743	1.55454
-1.05315	-12.0433
-11.9837	5.84097
6.49883	3.82423
2.6737	-15.7409
-15.9462	-6.60366
-7.28687	-5.08858
-4.14305	-8.72062
-8.24465	2.73431
3.14559	-12.8753
-12.1157	-0.903708
-3.14763	5.80214
5.68897	-14.4961
-6.31607	-7.99309
-6.95759	-9.33073
-10.2054	-7.4315
-5.17858	6.36832
5.61431	-3.54702
-4.07604	-11.6956
-10.0913	-1.52998
-5.83428	-9.45354
-8.22318	-6.80769
-5.49144	-7.17393
-4.65144	0.544466
0.428489	12.5355
7.66329	-2.96715
-6.56603	-7.45271
-8.35966	3.49197
1.81374	-2.03473
-3.80774	-4.95768
1.21977	-1.27824
-7.59791	0.332136
1.68411	4.06779
5.92233	-13.9242
-13.0756	-11.7319
-15.1048	-4.81487
-6.20901	-3.79677
3.39174	-2.11654
3.09353	-8.86906
-9.84968	-3.81669
-1.18194	4.93706
5.70749	-9.59772
-4.47253	-16.5577
-14.2449	-0.537249
1.11338	-13.5182
-12.6441	1.51923
1.64036	-3.29496
-3.39729	-12.0034
-11.0262	-1.71613
1.23169	-4.82172
-4.30417	-5.6613
-4.89203	5.2093
1.86782	-5.63602
-6.20806	-0.529621
-3.74174	-5.58688
1.32986	-0.428173
-0.677203	-3.92943
-1.82984	-8.85204
-7.9363	-11.5758
-12.2584	-12.161
-13.2763	5.25163
5.39713	-2.82126
-1.40523	-7.96592
-6.55808	1.82728
0.358614	-5.76429
-4.69164	-5.51287
-6.59147	-5.35275
-3.39547	2.79136
2.32856	-4.25336
-2.09569	-2.36786
-4.73982	-12.2925
-13.3118	-3.20308
-3.41472	-1.06493
-3.45518	-7.97395
-7.67884	-2.29344
-5.65659	2.27805
0.6395	-8.61821
-4.00798	1.42942
0.610888	-10.1897
-9.40702	1.34924
1.02209	-3.97517
-3.84848	-5.24992
-4.47831	-9.45204
-8.42501	-7.65415
-11.6393	-10.1279
-10.9777	-3.10311
-2.46988	1.55722
3.55673	-9.47972
-8.64032	-1.15303
-3.50333	1.42802
1.36481	-1.55156
-1.63829	-11.8755
-10.2555	-10.6584
-9.81784	3.42365
1.0294	-7.117
-8.90304	-11.5887
-14.3174	1.4897
7.15522	-4.527
-2.06003	-10.8249
-11.2586	1.82994
-0.61768	-6.40115
-7.21348	-5.05021
-2.08359	-11.4247
-13.0254	-6.62121
-9.16681	7.75992
5.49103	-2.23335
-2.46569	-5.11504
-5.49137	-8.36261
-10.8185	-12.9474
-10.9682	-1.85118
-1.41051	-0.91511
-4.86337	-9.41152
3.91026	-0.416829
0.355203	-10.0233
-11.92	-10.4802
-10.439	-1.77803
-0.918426	-8.78369
-8.44592	-7.97377
-5.54352	-5.82479
-5.57013	-3.61479
-9.03475	-2.4872
3.50286	-3.94459
0.147975	-2.26522
-2.0047	-1.36182
-2.38761	0.515153
-2.98093	-1.40448
-1.19961	-15.3622
-14.6194	-12.4437
-10.2853	-1.7726
1.76082	-2.04963
1.10788	-0.705571
-2.52152	-3.21833
-7.71961	-1.7157
-2.05998	0.424496
-2.12858	-15.5021
-10.614	-7.60215
-0.986118	8.88797
5.19678	-3.80677
-5.08992	-6.37487
-8.74091	-6.42458
-3.66374	-3.40576
-7.91983	-3.63937
-0.832316	-10.6458
-9.52921	5.99266
1.42681	-1.56824
1.10466	-9.95651
-14.1752	-6.46166
-7.4969	-5.01464
-3.20948	2.43667
3.20483	-5.50253
-4.34506	-7.08095
-7.98997	-15.4799
-15.5097	-3.98732
-3.45615	-10.1657
-7.75518	-3.34913
-4.69962	0.0147231
-0.333001	-2.92758
4.09687	1.56953
0.793332	-12.2716
-13.6146	-9.75223
-8.30698	-6.6193
-6.28879	-9.7169
-8.28489	-0.571273
-5.51598	-5.37222
-3.05123	-4.87677
3.13939	-4.89236
-5.21898	-1.92445
-3.74995	-14.4433
-14.3017	-3.22881
-8.01438	-3.89039
-3.40154	-2.46271
-3.39581	-5.18174
-5.6003	1.25596
0.0834771	4.22461
2.64156	-7.66389
-7.35423	-4.56514
-5.1072	2.28126
2.75989	-1.77049
-2.57823	-1.92575
-0.88751	-3.46999
-2.63795	-5.30293
-7.76193	-5.65359
-6.29982	-5.92988
-4.91641	-3.9342
-4.32394	-6.8212
-10.1279	-8.74775
-6.84377	-5.74546
-2.12261	2.46758
2.55308	-6.58295
-7.04397	-4.64552
-3.88338	-3.41232
-4.78088	-8.47813
-8.23062	-10.2826
-9.11068	-6.31911
-10.9578	6.48812
6.60036	-14.3227
-14.7271	-3.62681
-2.95125	10.4761
13.213	-6.39409
-6.60241	-10.431
-10.0464	3.00856
3.88527	-10.4557
-10.868	-0.0249108
-0.293967	-17.9669
-15.3619	-1.85464
6.77958	4.46711
4.67266	-6.88763
-11.5615	-2.52847
-4.27261	2.27986
2.92159	3.06209
1.45509	-3.11132
-3.32267	-3.78579
1.62801	1.65492
2.92852	-0.0622957
5.5411	-11.8983
